Anand fooled Swara to steal his brother's shoes at wedding: Sonam,"Actress Sonam Kapoor revealed on 'The Kapil Sharma Show' that during her wedding, her husband Anand Ahuja outsmarted actress Swara Bhasker into stealing his brother's shoes during 'joote chupane ki rasam'. However, Swara managed to get money from Anand, Sonam added. She also said that Anand was clueless about the bangles or 'chooda' she wore after their wedding."
Do not show up at our father's funeral: YouTuber twins request fans,"US-based 19-year-old YouTuber twins, Grayson Dolan and Ethan Dolan, were forced to request their fans to not come to their father Sean Dolan's funeral who passed away due to cancer. Following Sean's death, hashtags like #SeanDolanMeetUpParty and #seandolanfuneralparty began appearing on social media. ""The best way you could support us is to NOT show up at his funeral,"" Ethan tweeted."
Got it without being close to anybody: Manoj Bajpayee on Padma Shri,"Actor Manoj Bajpayee has said he feels he did something good somewhere that he got the fourth highest civilian award Padma Shri ""without being close to anybody"". ""I am not feeling any different from anybody, whose journey has been long and hard-earned,"" the 49-year-old said. On receiving congratulatory messages, Bajpayee said people around him feel that they've won the honour."
Kangana said my Manikarnika version looked like Bhojpuri film: Krish,"'Manikarnika' co-director Krish, while speaking about the controversy involving the film's direction credits, said, ""Kangana told me...[My version] was looking like a Bhojpuri film."" ""We argued but she wanted her way,"" he added. Krish further said, ""I don't [know] how Kangana can sleep well by taking the first credit in direction when she does not deserve it."" "
MS Dhoni dislodges bails in no time to stump Ross Taylor,India wicketkeeper-batsman MS Dhoni dislodged the bails in no time to stump Ross Taylor on the bowling of Kedar Jadhav during the second ODI on Saturday. Taylor was beaten on the outside edge and his back foot was in the air when Dhoni quickly dislodged the bails. Dhoni has now effected 119 stumpings in his ODI career.
Can't explain feeling when Federer said he remembered me: Kohli,"Talking about meeting world number three Roger Federer at Australian Open 2019, India captain Virat Kohli said he cannot explain the feeling when Federer told him they had met in Sydney a few years back. ""I was like 'Wow he remembers me'...He's a great man. Not just a great tennis player but a great human being as well,"" Kohli added."
Apple AirPods may get 'Hey Siri' command support: Report,"Apple's next generation AirPods, which are rumoured to launch later this year, will let users talk to Siri without having to touch the AirPods at all, a report said. Currently, AirPods users have to double-tap the AirPods to initiate Siri and then give it commands. This functionality will reportedly be added to iOS 12.2, set to release later this year."
Itâs hard to beat this: Bill Gates shares 'World's 10 Year Challenge',"Microsoft Co-founder and the world's second-richest person Bill Gates on Saturday shared the 'World's 10 Year Challenge' showing the human progress in life expectancy, youth literacy, child mortality and reducing extreme poverty. The graphic shared by Gates is originally created by Johan Norberg, a senior fellow at think tank Cato Institute and author of several books about economics and globalisation."
Girl rescued from sex trafficking at 13 clears CA final exam,"A girl who was rescued from sex trafficking at the age of 13 by NGO Prajwala has cleared her CA final exam. ""With a single focus..no external help and her own efforts, she finally qualified in fourth attempt,"" NGO's Co-founder Sunitha Krishnan said. ""Today she's in 2nd year graduation and college topper...She's an inspiration for all of us,"" Krishnan added."
UK newspaper to pay Melania Trump 'substantial' damages for article,"British newspaper The Telegraph has apologised ""unreservedly"" to Melania Trump and agreed to pay her ""substantial damages"" after it published an article containing ""a number of false statements"". The story inaccurately stated she was ""struggling"" as a model when she met US President Donald Trump, The Telegraph said. The article included claims that Melania cried on election night, it added. "
"Gucci owner owes $1.6 billion in taxes to Italy, audit finds","Kering, the French owner of the Gucci luxury brand, owes about $1.6 billion to Italy in back taxes, according to a government audit. Kering's Swiss subsidiary Luxury Goods International (LGI) has been under investigation for allegedly failing to pay taxes due in Italy. Kering said it disputes the outcome of the audit report ""on the grounds and the amount"". "
 Kanye West sued by Yeezy fabric supplier for missed payment,"Japanese fabric company Toki Sen-I Co has sued Kanye West and his fashion line Yeezy Apparel for allegedly failing to pay for an order of fleece fabric amounting to $624,000 (over â¹4 crore). Kanye reportedly informed the company that he wouldn't pay for the order after they had manufactured the fabric. Kanye placed the order in June 2018, reports stated."
Humbled by this recognition: Actor Mohanlal on Padma Bhushan,"Malayalam actor Mohanlal, who was conferred with the Padma Bhushan award on Friday, said that he was ""humbled by this recognition"". ""[I] am eternally grateful to one and all who have been part of this worldly journey of mine,"" the actor added. The five-time National Film Award winning actor was earlier honoured with the Padma Shri in 2001."
"Prateik, Sanya host Gatsby themed wedding reception","Actor Prateik Babbar and his wife Sanya Sagar hosted a wedding reception in Mumbai on Friday, the theme of which was inspired by American author F Scott Fitzgerald's 1925 novel 'The Great Gatsby'. The couple arrived at the reception in a vintage red car. Prateik and Sanya tied the knot in Lucknow on Thursday."
I've become more popular since 'Race 3' memes: Daisy Shah,"Speaking about being trolled for her dialogue, ""My business is my business, none of your business"" in the film 'Race 3', actress Daisy Shah said that the memes made her more popular. ""[E]ither you take it positively or you take it negatively, and I take it positively,"" the actress added. She further said she was ""very happy"" with the outcome."
FIR against Zubeen for alleged 'unconstitutional' Bharat Ratna remark,"A case has been filed against singer Zubeen Garg for allegedly using 'unparliamentary' language defaming the Bharat Ratna, Indiaâs highest civilian honour, in an audio clip doing rounds on WhatsApp. An FIR was lodged against Garg by Satya Ranjan Borah, State Vice President BJP, Kisan Morcha, Assam. ""The way he's been behaving cannot be accepted by our society,"" Borah said."
Sonu to face legal action for running hotel without licence,"Brihanmumbai Municipal Corporation (BMC) is likely to take legal action against Sonu Sood for converting a residential building into a hotel without clearance from the municipal body. Sood reportedly sent a proposal to the municipal body in June 2018, which was rejected as it didn't comply with its norms. BMC is yet to receive an amended proposal from the actor."
Lot of guys competing for one all-rounder slot: Jadhav,"Speaking about the competition for the all-rounder spot in the Indian team, Kedar Jadhav said, ""It is a good thing for any team that more guys are competing for one spot."" ""Everybody is trying to put their best foot forward and when you play for India, there is bound to be competition,"" Jadhav added about the competition in India's squad."
